1	4.0
1	4.0
1	4.0
1	5.0
1	5.0
1	3.0
1	5.0
1	4.0
1	5.0
1	5.0
1	5.0
1	5.0
1	3.0
1	5.0
1	4.0
1	5.0
1	3.0
1	3.0
1	5.0
1	4.0
1	4.0
1	5.0
1	4.0
1	3.0
1	4.0
1	5.0
1	4.0
1	3.0
1	5.0
1	4.0
1	4.0
1	5.0
1	4.0
1	4.0
1	4.0
1	5.0
1	5.0
1	3.0
1	5.0
1	3.0
1	4.0
1	3.0
1	3.0
1	4.0
1	5.0
1	5.0
1	5.0
1	4.0
1	5.0
1	3.0
1	5.0
1	5.0
1	5.0
1	5.0
1	3.0
1	5.0
1	5.0
1	4.0
1	5.0
1	4.0
1	5.0
1	5.0
1	5.0
1	4.0
1	5.0
1	5.0
1	4.0
1	5.0
1	5.0
1	5.0
1	5.0
1	5.0
1	4.0
1	5.0
1	5.0
1	4.0
1	2.0
1	5.0
1	5.0
1	5.0
1	5.0
1	5.0
1	5.0
1	3.0
1	4.0
1	5.0
1	5.0
1	5.0
1	5.0
1	5.0
1	5.0
1	4.0
1	3.0
1	3.0
1	3.0
1	3.0
1	4.0
1	4.0
1	5.0
1	4.0
1	5.0
1	3.0
1	5.0
1	5.0
1	4.0
1	5.0
1	3.0
1	3.0
1	5.0
1	4.0
1	4.0
1	5.0
1	4.0
1	4.0
1	5.0
1	5.0
1	4.0
1	4.0
1	5.0
1	4.0
1	5.0
1	4.0
1	5.0
1	4.0
1	5.0
1	4.0
1	5.0
1	5.0
1	5.0
1	3.0
1	5.0
1	4.0
1	4.0
1	4.0
1	5.0
1	5.0
1	5.0
1	5.0
1	5.0
1	4.0
1	5.0
1	4.0
1	4.0
1	2.0
1	4.0
1	4.0
1	5.0
1	5.0
1	2.0
1	5.0
1	4.0
1	5.0
1	2.0
1	5.0
1	4.0
1	3.0
1	5.0
1	4.0
1	5.0
1	5.0
1	4.0
1	4.0
1	5.0
1	3.0
1	5.0
1	5.0
1	5.0
1	5.0
1	5.0
1	4.0
1	2.0
1	4.0
1	4.0
1	5.0
1	4.0
1	4.0
1	5.0
1	3.0
1	5.0
1	5.0
1	5.0
1	5.0
1	4.0
1	4.0
1	5.0
1	5.0
1	5.0
1	4.0
1	5.0
1	5.0
1	5.0
1	5.0
1	5.0
1	4.0
1	5.0
1	5.0
1	5.0
1	4.0
1	5.0
1	5.0
1	5.0
1	5.0
1	4.0
1	5.0
1	4.0
1	1.0
1	3.0
1	3.0
1	5.0
1	5.0
1	5.0
1	4.0
1	4.0
1	5.0
1	5.0
1	5.0
1	4.0
1	4.0
1	4.0
1	5.0
1	4.0
1	4.0
1	5.0
1	5.0
1	5.0
1	5.0
1	4.0
1	4.0
1	5.0
1	4.0
1	4.0
1	5.0
2	3.0
2	4.0
2	4.5
2	4.0
2	4.0
2	3.5
2	4.0
2	4.0
2	4.5
2	5.0
2	4.5
2	3.0
2	4.0
2	3.0
2	4.0
2	4.5
2	5.0
2	4.0
2	5.0
2	3.5
2	2.5
2	3.5
2	5.0
2	3.0
2	4.0
2	2.0
2	3.5
2	5.0
2	5.0
3	0.5
3	0.5
3	0.5
3	0.5
3	0.5
3	5.0
3	0.5
3	0.5
3	0.5
3	0.5
3	0.5
3	3.5
3	0.5
3	3.0
3	4.5
3	0.5
3	0.5
3	0.5
3	2.0
3	4.0
3	0.5
3	5.0
3	4.5
3	0.5
3	5.0
3	0.5
3	5.0
3	0.5
3	5.0
3	5.0
3	4.5
3	5.0
3	0.5
3	5.0
3	4.5
3	5.0
3	4.5
3	5.0
3	0.5
4	3.0
4	2.0
4	3.0
4	2.0
4	3.0
4	3.0
4	4.0
4	5.0
4	1.0
4	5.0
4	3.0
4	5.0
4	2.0
4	5.0
4	1.0
4	5.0
4	2.0
4	3.0
4	5.0
4	5.0
4	1.0
4	5.0
4	5.0
4	4.0
4	4.0
4	3.0
4	3.0
4	4.0
4	2.0
4	1.0
4	2.0
4	5.0
4	5.0
4	5.0
4	1.0
4	5.0
4	1.0
4	2.0
4	4.0
4	5.0
4	3.0
4	2.0
4	5.0
4	3.0
4	4.0
4	3.0
4	4.0
4	4.0
4	5.0
4	4.0
4	4.0
4	4.0
4	5.0
4	5.0
4	5.0
4	5.0
4	5.0
4	5.0
4	5.0
4	3.0
4	4.0
4	5.0
4	3.0
4	2.0
4	4.0
4	5.0
4	2.0
4	5.0
4	5.0
4	5.0
4	3.0
4	5.0
4	5.0
4	4.0
4	1.0
4	5.0
4	5.0
4	5.0
4	3.0
4	2.0
4	5.0
4	1.0
4	4.0
4	4.0
4	4.0
4	5.0
4	4.0
4	4.0
4	4.0
4	2.0
4	5.0
4	5.0
4	4.0
4	4.0
4	3.0
4	1.0
4	5.0
4	4.0
4	4.0
4	4.0
4	3.0
4	1.0
4	2.0
4	4.0
4	1.0
4	4.0
4	4.0
4	5.0
4	3.0
4	5.0
4	2.0
4	4.0
4	3.0
4	2.0
4	4.0
4	3.0
4	4.0
4	1.0
4	3.0
4	5.0
4	2.0
4	5.0
4	4.0
4	2.0
4	4.0
4	5.0
4	4.0
4	3.0
4	5.0
4	5.0
4	5.0
4	4.0
4	5.0
4	1.0
4	1.0
4	2.0
4	4.0
4	4.0
4	5.0
4	3.0
4	4.0
4	4.0
4	1.0
4	5.0
4	5.0
4	1.0
4	4.0
4	5.0
4	2.0
4	4.0
4	1.0
4	2.0
4	5.0
4	5.0
4	5.0
4	4.0
4	4.0
4	5.0
4	2.0
4	2.0
4	4.0
4	4.0
4	5.0
4	4.0
4	3.0
4	5.0
4	4.0
4	1.0
4	4.0
4	4.0
4	4.0
4	4.0
4	3.0
4	5.0
4	4.0
4	4.0
4	2.0
4	1.0
4	5.0
4	2.0
4	1.0
4	3.0
4	3.0
4	5.0
4	4.0
4	3.0
4	4.0
4	4.0
4	3.0
4	1.0
4	3.0
4	4.0
4	3.0
4	3.0
4	4.0
4	5.0
4	3.0
4	4.0
4	3.0
4	3.0
4	2.0
4	5.0
4	4.0
4	3.0
4	2.0
4	4.0
4	1.0
4	4.0
4	3.0
4	1.0
4	3.0
4	5.0
4	3.0
4	4.0
4	4.0
4	5.0
5	4.0
5	4.0
5	4.0
5	4.0
5	3.0
5	4.0
5	5.0
5	4.0
5	3.0
5	3.0
5	4.0
5	5.0
5	3.0
5	4.0
5	3.0
5	1.0
5	5.0
5	5.0
5	3.0
5	2.0
5	3.0
5	3.0
5	3.0
5	2.0
5	3.0
5	4.0
5	2.0
5	3.0
5	4.0
5	4.0
5	5.0
5	3.0
5	5.0
5	4.0
5	3.0
5	4.0
5	3.0
5	5.0
5	3.0
5	5.0
5	5.0
5	5.0
5	3.0
5	3.0
6	4.0
6	5.0
6	3.0
6	5.0
6	4.0
6	4.0
6	3.0
6	3.0
6	4.0
6	3.0
6	4.0
6	4.0
6	4.0
6	2.0
6	2.0
6	5.0
6	4.0
6	3.0
6	4.0
6	3.0
6	3.0
6	4.0
6	4.0
6	5.0
6	4.0
6	4.0
6	3.0
6	4.0
6	4.0
6	1.0
6	4.0
6	4.0
6	4.0
6	4.0
6	3.0
6	3.0
6	4.0
6	3.0
6	5.0
6	3.0
6	2.0
6	4.0
6	4.0
6	4.0
6	4.0
6	3.0
6	1.0
6	4.0
6	3.0
6	5.0
6	4.0
6	3.0
6	3.0
6	3.0
6	3.0
6	4.0
6	4.0
6	4.0
6	4.0
6	4.0
6	3.0
6	4.0
6	3.0
6	5.0
6	3.0
6	3.0
6	3.0
6	5.0
6	3.0
6	3.0
6	3.0
6	3.0
6	1.0
6	2.0
6	3.0
6	3.0
6	3.0
6	3.0
6	2.0
6	4.0
6	3.0
6	3.0
6	3.0
6	3.0
6	4.0
6	3.0
6	3.0
6	4.0
6	4.0
6	4.0
6	3.0
6	2.0
6	3.0
6	4.0
6	3.0
6	4.0
6	5.0
6	3.0
6	2.0
6	4.0
6	4.0
6	3.0
6	3.0
6	3.0
6	5.0
6	4.0
6	3.0
6	4.0
6	3.0
6	3.0
6	3.0
6	5.0
6	3.0
6	4.0
6	5.0
6	3.0
6	3.0
6	3.0
6	3.0
6	4.0
6	3.0
6	4.0
6	4.0
6	5.0
6	3.0
6	4.0
6	3.0
6	2.0
6	3.0
6	3.0
6	4.0
6	3.0
6	2.0
6	3.0
6	3.0
6	4.0
6	3.0
6	1.0
6	3.0
6	5.0
6	4.0
6	5.0
6	4.0
6	5.0
6	1.0
6	4.0
6	3.0
6	3.0
6	5.0
6	3.0
6	5.0
6	4.0
6	4.0
6	3.0
6	3.0
6	3.0
6	3.0
6	3.0
6	5.0
6	5.0
6	4.0
6	3.0
6	4.0
6	4.0
6	4.0
6	5.0
6	3.0
6	3.0
6	3.0
6	3.0
6	4.0
6	3.0
6	5.0
6	3.0
6	4.0
6	5.0
6	4.0
6	3.0
6	3.0
6	5.0
6	3.0
6	4.0
6	3.0
6	3.0
6	3.0
6	3.0
6	3.0
6	3.0
6	4.0
6	3.0
6	3.0
6	3.0
6	5.0
6	4.0
6	3.0
6	3.0
6	4.0
6	3.0
6	4.0
6	4.0
6	3.0
6	5.0
6	3.0
6	3.0
6	2.0
6	4.0
6	4.0
6	3.0
6	4.0
6	4.0
6	4.0
6	5.0
6	3.0
6	3.0
6	3.0
6	4.0
6	3.0
6	3.0
6	3.0
6	5.0
6	3.0
6	3.0
6	4.0
6	3.0
6	3.0
6	4.0
6	4.0
6	3.0
6	3.0
6	3.0
6	3.0
6	3.0
6	3.0
6	3.0
6	3.0
6	3.0
6	4.0
6	3.0
6	2.0
6	3.0
6	3.0
6	5.0
6	4.0
6	3.0
6	5.0
6	5.0
6	3.0
6	5.0
6	3.0
6	4.0
6	4.0
6	5.0
6	3.0
6	4.0
6	3.0
6	3.0
6	4.0
6	5.0
